Product_Code,W0,W1,W2,W3,W4,W5,W6,W7,W8,W9,W10,W11,W12,W13,W14,W15,W16,W17,W18,W19,W20,W21,W22,W23,W24,W25,W26,W27,W28,W29,W30,W31,W32,W33,W34,W35,W36,W37,W38,W39,W40,W41,W42,W43,W44,W45,W46,W47,W48,W49,W50,W51,MIN,SUM,MAX,Avg, 
P343,0,0,2,1,0,5,2,1,1,1,1,1,1,2,3,1,3,5,0,3,0,1,5,4,4,2,2,1,0,0,2,0,1,4,3,0,2,2,2,4,5,3,0,3,1,2,2,1,6,1,2,5,0,103,6,1.980769231,
P344,1,2,0,3,0,0,3,1,2,0,0,1,2,0,0,2,2,4,0,1,1,2,1,2,4,2,0,1,1,1,4,2,1,1,1,3,2,0,2,1,3,3,1,1,2,3,1,3,2,3,1,3,0,82,4,1.576923077,
P345,2,3,2,0,7,1,2,6,1,1,3,2,1,0,2,0,5,3,2,1,1,0,1,2,5,3,3,1,3,2,4,2,0,4,4,2,2,1,1,6,2,2,3,7,3,2,3,1,1,3,7,8,0,133,8,2.557692308,
P346,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,2,0,0,1,0,0,0,0,1,0,0,2,1,0,0,0,0,1,0,0,0,1,0,0,2,1,1,0,17,2,0.326923077,
P347,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,2,0,1,0,1,1,0,0,0,1,0,0,1,1,0,0,0,2,1,0,2,0,1,0,1,0,0,0,20,2,0.384615385,
P348,1,0,0,0,0,1,0,2,1,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,1,0,0,2,0,0,0,2,0,0,2,0,1,1,1,0,0,1,0,1,0,1,0,0,1,0,0,1,0,23,2,0.442307692,
P349,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2,1,0,0,0,1,0,0,0,1,0,0,2,0,0,0,0,0,1,0,2,0,0,0,0,0,0,0,0,1,0,0,1,1,0,2,0,16,2,0.307692308,
P350,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,1,0,0,0,8,2,0.153846154,
P351,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,3,1,0.057692308,
P352,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,6,1,0.115384615,
P354,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,4,1,0.076923077,
P355,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,4,1,0.076923077,
P356,4,6,4,2,2,5,3,2,10,0,4,5,3,3,4,5,3,4,2,2,6,3,3,5,9,2,5,1,4,4,2,3,1,3,3,3,0,7,2,5,5,2,6,4,5,1,2,3,6,2,9,8,0,197,10,3.788461538,
P357,3,1,3,4,2,3,2,4,3,2,3,3,2,0,1,1,3,1,3,5,1,3,3,1,3,7,2,0,0,1,2,4,0,1,2,1,3,1,3,1,3,1,3,3,1,3,2,2,1,5,0,2,0,114,7,2.192307692,
P358,1,1,1,0,0,0,0,0,1,0,1,1,0,1,0,0,0,1,1,1,2,0,1,1,2,0,2,2,0,1,0,1,1,1,3,0,0,2,0,2,3,3,2,0,2,4,2,1,4,4,3,5,0,64,5,1.230769231,
P359,3,5,3,5,4,5,2,7,6,4,9,3,6,6,4,3,6,10,5,3,6,9,10,3,10,6,6,1,4,4,4,3,4,3,5,7,3,8,2,3,1,6,6,6,5,5,3,4,8,6,6,9,1,265,10,5.096153846,
P360,0,1,2,2,1,1,0,0,1,0,1,1,1,0,1,1,2,0,0,1,0,0,3,1,2,3,0,1,2,2,1,0,0,1,0,0,0,1,0,3,2,0,2,1,1,1,2,1,1,1,1,2,0,51,3,0.980769231,
P361,6,3,3,2,3,0,0,3,2,2,2,1,1,2,4,4,4,3,4,1,2,3,3,4,3,3,2,1,2,0,2,3,1,3,2,1,3,4,3,1,4,4,0,1,1,3,3,4,3,3,5,5,0,132,6,2.538461538,
P362,1,0,0,1,1,1,0,0,1,3,0,0,0,2,1,2,0,1,1,1,1,0,3,1,2,2,2,1,2,1,2,0,0,1,0,2,1,0,2,1,2,1,0,4,2,1,0,2,3,1,2,2,0,60,4,1.153846154,
P363,2,1,0,0,0,0,1,0,0,0,0,2,0,0,0,0,1,0,1,0,1,1,1,0,0,1,0,0,0,1,1,0,1,0,0,0,0,2,1,2,0,2,1,1,1,0,0,0,1,1,0,0,0,27,2,0.519230769,
P364,10,18,10,8,11,18,8,15,10,13,9,10,16,13,19,18,19,12,19,9,10,16,17,11,19,18,8,8,9,13,9,8,12,5,11,11,12,14,11,6,4,15,10,8,14,17,11,16,17,12,12,27,4,656,27,12.61538462,
P365,6,5,5,1,5,2,8,7,3,3,2,4,3,8,5,4,2,5,3,10,2,7,1,3,2,3,1,3,2,2,1,3,2,4,5,2,3,7,2,3,7,2,3,1,4,5,2,1,5,3,2,7,1,191,10,3.673076923,
P366,2,2,8,3,5,3,4,4,3,1,3,1,1,1,3,3,2,1,3,3,9,3,4,3,4,0,5,2,2,2,3,1,4,4,0,5,0,5,3,2,5,1,3,2,4,3,5,4,2,7,0,6,0,159,9,3.057692308,
P367,0,2,2,1,1,5,4,0,2,1,3,2,1,2,1,1,0,1,5,7,3,3,3,4,4,3,1,2,1,0,1,2,1,1,1,0,3,3,4,1,6,1,5,2,1,3,2,3,4,2,0,6,0,117,7,2.25,
P368,0,5,5,3,2,2,6,5,7,2,7,2,9,6,3,4,4,5,5,9,5,11,4,11,7,12,2,2,1,9,5,1,2,4,3,3,3,6,5,1,4,7,9,4,6,9,6,9,6,9,11,12,0,280,12,5.384615385,
P369,3,2,2,3,3,7,2,5,4,2,9,4,2,6,6,6,6,7,3,6,5,5,6,4,8,7,6,3,1,1,2,5,1,5,1,6,2,1,2,7,1,5,4,4,2,3,2,4,1,2,7,3,1,204,9,3.923076923,
P370,6,2,3,5,11,5,3,2,2,5,3,1,5,4,3,4,1,7,0,7,1,5,4,8,9,6,0,3,4,1,5,1,5,2,4,5,1,0,1,0,3,4,2,3,6,3,3,3,3,2,4,5,0,185,11,3.557692308,
P371,2,4,3,1,2,2,1,0,2,3,2,2,3,4,7,1,2,4,1,3,1,2,1,4,4,1,0,2,2,1,3,1,0,1,2,3,2,1,0,1,4,3,0,3,1,3,1,6,3,4,2,3,0,114,7,2.192307692,
P372,1,2,0,1,2,4,2,0,1,1,2,3,0,3,2,3,0,4,3,5,1,2,3,3,4,3,1,1,2,0,1,0,0,4,1,0,2,1,0,1,6,2,3,3,4,1,3,2,7,3,4,4,0,111,7,2.134615385,
P373,0,3,0,0,1,1,2,0,2,1,3,1,3,0,0,0,0,0,1,0,0,0,1,0,1,2,2,3,2,1,3,0,2,3,3,2,0,1,2,2,5,1,1,2,0,1,2,2,2,2,5,4,0,75,5,1.442307692,
P374,1,1,2,2,1,0,1,0,1,1,2,1,1,0,1,0,0,0,1,2,0,1,1,1,1,3,1,3,4,1,0,1,1,2,0,0,0,2,0,0,0,0,5,0,1,1,1,4,1,4,1,1,0,59,5,1.134615385,
P375,1,0,1,0,0,0,2,0,1,0,1,1,0,0,0,0,0,0,1,0,0,0,0,1,2,2,0,0,1,0,0,2,1,0,0,0,1,1,2,0,1,0,1,0,0,2,0,1,0,0,1,3,0,30,3,0.576923077,
P376,0,0,0,0,0,0,0,0,0,0,0,2,0,0,2,0,0,0,0,0,2,1,2,1,1,0,1,1,0,2,1,0,1,1,1,1,0,0,1,0,1,0,1,0,2,0,2,1,0,1,1,1,0,31,2,0.596153846,
P377,1,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,1,0,0,0,1,1,1,0,1,2,0,1,1,2,0,2,2,2,0,1,0,3,0,1,1,0,0,0,2,0,0,0,1,0,2,0,0,31,3,0.596153846,
P378,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,1,0,1,0,1,0,1,1,2,0,0,0,2,0,0,0,0,1,1,1,1,1,1,1,0,20,2,0.384615385,
P379,0,1,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,2,0,0,0,0,1,0,0,0,1,0,0,13,2,0.25,
P380,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,0,3,2,0.057692308,
P381,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0.038461538,
P382,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2,1,0.038461538,
P383,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0.038461538,
P384,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,2,1,2,0,16,2,0.307692308,
P386,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,3,1,0.057692308,
P387,5,3,0,1,9,5,10,5,0,6,3,2,2,2,4,4,4,4,2,6,2,5,2,1,5,5,3,1,4,1,2,3,0,1,1,2,2,4,3,2,4,0,6,4,1,2,3,2,1,5,4,9,0,167,10,3.211538462,
P388,5,2,1,1,1,2,4,3,1,1,2,9,1,4,4,6,4,1,3,3,2,3,4,8,5,7,3,2,2,0,5,2,5,3,3,0,3,0,1,5,5,3,4,1,2,3,1,0,1,3,5,4,0,153,9,2.942307692,
P389,2,3,4,4,0,1,0,0,2,1,0,1,2,3,4,3,2,3,4,2,2,5,7,1,4,4,1,4,2,2,1,4,3,2,5,2,0,2,0,2,3,1,3,3,3,4,3,3,1,1,5,5,0,129,7,2.480769231,
P390,4,4,3,2,3,1,3,5,3,6,0,5,0,3,3,3,1,3,2,2,4,4,7,3,5,3,3,2,1,2,0,3,2,0,0,4,2,0,3,3,1,4,2,2,3,4,3,1,4,5,1,2,0,139,7,2.673076923,
P391,0,1,0,4,3,0,4,1,4,3,0,3,1,3,1,7,2,3,3,5,3,3,3,3,4,5,3,2,2,1,2,5,0,2,0,2,0,3,2,2,1,3,2,2,5,2,6,4,2,2,2,9,0,135,9,2.596153846,
P392,3,3,7,5,5,4,4,4,7,8,4,2,4,1,4,7,4,4,6,5,8,10,8,2,11,5,4,3,3,7,3,7,5,3,4,6,8,6,7,8,2,3,6,3,3,4,6,7,7,10,9,10,1,279,11,5.365384615,
P393,1,0,1,0,2,2,1,0,1,1,0,0,0,2,4,0,1,1,1,0,0,2,0,2,0,2,2,2,0,2,1,3,2,1,3,0,1,1,1,1,1,2,0,0,4,1,1,1,3,4,4,5,0,70,5,1.346153846,
P394,1,4,2,9,1,2,2,3,1,5,1,3,3,2,2,2,4,5,1,0,7,3,2,0,1,2,1,2,3,1,4,2,3,2,2,1,1,1,2,0,2,6,2,1,2,0,4,8,1,3,2,6,0,130,9,2.5,
P395,1,1,0,2,2,0,1,5,1,3,1,2,0,6,1,3,2,0,2,2,2,3,8,5,5,2,3,4,0,3,2,3,0,1,4,2,1,3,1,1,0,3,1,1,4,4,3,3,4,2,6,3,0,122,8,2.346153846,
P396,0,1,1,4,3,1,0,2,4,1,6,2,1,0,1,0,1,3,6,5,1,1,3,3,3,6,2,1,2,0,3,0,3,2,1,3,2,2,2,4,3,3,2,6,2,5,2,4,2,2,0,5,0,122,6,2.346153846,
P397,10,7,8,13,7,10,12,11,11,8,7,11,6,16,12,8,10,16,17,9,17,12,11,13,18,20,6,5,5,12,4,8,7,4,9,5,9,6,12,7,9,14,9,9,5,12,7,6,5,13,3,11,3,502,20,9.653846154,
P398,14,12,10,8,14,8,11,14,11,11,10,11,14,12,9,16,11,13,21,16,12,15,13,20,20,21,10,7,11,6,8,14,13,6,13,7,12,9,7,5,7,17,13,6,4,10,15,20,11,14,14,18,4,624,21,12,
P399,17,11,8,9,8,5,18,15,12,21,15,10,13,13,15,14,6,11,18,12,17,21,16,16,26,20,11,11,6,5,8,7,9,10,8,15,9,7,14,14,7,14,6,13,14,13,11,16,10,14,18,23,5,660,26,12.69230769,
P400,20,11,19,16,22,20,15,11,12,20,8,11,11,13,14,17,14,23,10,26,10,24,29,28,25,31,6,6,8,15,7,12,9,9,12,10,9,11,15,17,22,13,23,9,18,19,13,21,12,19,24,19,6,818,31,15.73076923,
P401,3,5,5,7,2,2,6,5,7,3,5,4,4,4,1,2,2,4,5,10,1,4,5,5,4,3,5,0,4,2,1,1,4,2,8,2,4,4,1,4,3,3,6,2,2,2,5,0,9,6,1,9,0,198,10,3.807692308,
P402,1,0,6,0,3,4,4,1,4,4,1,6,0,4,9,3,2,4,4,5,4,4,4,6,3,4,4,1,3,1,2,7,1,8,3,6,6,2,1,1,4,2,2,1,1,4,2,4,7,3,4,0,0,170,9,3.269230769,
P403,12,8,12,9,12,18,17,18,17,14,13,20,17,20,21,9,17,13,21,14,28,25,15,23,22,18,15,15,10,8,17,16,13,15,13,12,14,12,18,14,15,17,12,12,7,12,17,18,24,16,23,25,7,823,28,15.82692308,
P404,11,8,7,9,11,6,10,13,8,11,18,7,10,6,10,9,8,7,7,6,10,14,11,14,17,14,10,6,9,4,6,12,7,6,5,13,3,5,11,9,6,7,5,5,7,6,7,12,8,14,14,13,3,472,18,9.076923077,
P405,23,12,16,22,18,18,17,11,28,10,25,24,22,25,12,17,16,33,20,16,20,20,25,24,32,35,13,12,11,10,11,6,10,18,19,19,13,16,11,13,24,15,18,24,14,18,18,13,23,22,23,31,6,966,35,18.57692308,
P406,6,12,17,15,14,18,11,17,14,12,13,11,20,6,15,15,14,10,18,20,15,16,11,18,18,29,10,5,5,7,11,8,11,7,14,8,12,8,9,14,13,14,16,10,17,11,16,12,11,17,16,24,5,691,29,13.28846154,
P407,22,23,10,19,16,26,19,16,23,23,23,17,31,19,18,17,16,26,18,19,23,24,24,18,25,16,16,9,11,20,19,10,13,23,9,17,15,18,21,13,15,25,16,20,12,16,13,13,20,17,27,19,9,958,31,18.42307692,
P408,7,10,8,9,13,8,10,12,16,16,6,11,11,12,16,11,15,10,21,7,19,7,13,20,23,18,9,12,6,10,4,14,10,8,14,10,5,7,7,13,10,13,14,14,11,10,14,16,14,16,14,21,4,625,23,12.01923077,
P409,42,48,38,43,35,39,36,38,49,46,44,25,43,38,34,48,52,67,52,45,64,49,48,72,64,64,30,25,43,23,29,30,31,28,34,34,36,47,24,35,47,34,46,41,34,39,44,46,46,41,57,73,23,2220,73,42.69230769,
P410,6,13,16,9,18,16,16,12,22,15,18,16,15,15,12,18,19,32,18,27,25,23,19,20,27,21,8,11,9,12,11,11,8,17,20,6,10,16,16,13,10,19,17,14,13,19,19,20,22,22,18,31,6,860,32,16.53846154,
P411,16,17,12,10,23,14,23,15,14,18,17,18,11,16,15,18,23,22,23,13,23,22,24,35,23,24,13,18,13,11,17,18,9,10,14,11,14,13,15,18,16,12,19,12,10,18,11,18,21,19,24,22,9,885,35,17.01923077,
P412,4,2,4,8,5,3,2,1,1,5,2,2,6,4,5,6,4,6,2,1,3,5,3,3,6,5,2,1,3,6,4,5,1,3,2,2,3,3,4,2,1,7,4,1,5,4,3,6,3,2,3,4,1,182,8,3.5,
P413,4,6,8,7,12,11,10,6,7,4,9,9,12,9,10,14,12,9,12,12,12,10,18,13,12,13,2,3,5,2,11,5,3,1,11,9,8,8,9,9,12,3,6,12,5,8,11,11,11,17,17,16,1,476,18,9.153846154,
P414,2,2,1,1,5,2,7,3,5,4,6,3,3,2,5,2,3,4,1,3,3,4,1,2,9,8,1,6,1,2,0,2,4,2,4,3,2,4,3,2,7,2,3,2,2,2,7,5,2,1,1,6,0,167,9,3.211538462,
P415,2,4,2,3,6,7,3,7,6,3,2,3,6,4,7,1,4,6,7,4,4,2,3,3,6,3,1,5,5,6,0,2,6,4,1,4,1,1,2,0,2,2,2,3,4,2,0,2,1,3,5,4,0,176,7,3.384615385,
P416,1,1,1,0,0,0,2,1,1,2,0,0,0,2,2,0,2,1,0,0,2,0,0,0,2,1,0,1,1,0,3,0,0,1,1,2,1,1,1,5,1,0,2,1,2,1,1,3,1,1,3,3,0,57,5,1.096153846,
P417,0,0,0,1,0,0,0,0,1,1,0,1,0,0,1,1,0,1,0,0,0,0,2,1,2,1,0,0,0,1,0,0,1,1,0,0,0,1,1,1,2,0,0,0,2,0,0,0,0,1,1,0,0,25,2,0.480769231,
P418,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,3,2,0,0,0,0,0,0,0,2,1,0,0,0,0,1,0,2,1,0,0,1,0,0,0,1,0,0,16,3,0.307692308,
P419,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,1,0,0,0,0,1,0,0,0,0,0,2,0,0,0,0,1,1,0,2,0,12,2,0.230769231,
P420,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,5,1,0.096153846,
P421,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0.038461538,
P422,1,1,0,1,0,0,0,0,1,2,1,0,1,1,0,0,0,1,0,0,1,0,3,0,2,2,0,0,1,0,0,2,0,1,1,0,0,1,1,0,2,0,0,1,3,1,1,0,1,5,1,1,0,41,5,0.788461538,
P423,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,1,0,0,0,1,0,1,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,1,0,0,0,1,0,13,1,0.25,
P424,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,2,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2,0,0,0,1,1,1,1,0,16,2,0.307692308,
P425,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,1,0.076923077,
P426,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,6,1,0.115384615,
P427,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,2,0,0,0,0,0,0,0,9,2,0.173076923,
P428,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,1,0.038461538,
P429,16,9,9,10,7,11,8,9,10,10,7,6,10,4,9,14,10,1,20,8,9,9,12,13,14,13,6,9,6,3,3,5,7,10,12,7,4,7,3,8,10,8,10,8,9,4,8,10,7,13,11,11,1,457,20,8.788461538,
P430,13,8,14,12,15,12,14,11,12,13,10,16,16,5,9,8,9,12,19,18,10,17,16,14,21,14,9,9,9,8,10,9,13,8,11,15,11,10,9,12,12,11,9,9,12,12,11,13,18,11,24,20,5,643,24,12.36538462,
P431,3,6,4,2,5,6,8,8,8,7,8,7,13,4,1,5,6,8,9,9,8,11,10,9,12,11,1,5,4,4,4,2,3,7,1,9,4,4,5,6,5,1,6,8,4,5,6,5,5,7,6,14,1,319,14,6.134615385,
P432,6,7,6,5,6,5,2,9,8,8,6,8,10,7,11,7,4,4,7,12,13,10,15,6,19,11,7,3,6,3,5,3,9,2,9,5,9,6,13,6,5,8,8,9,10,8,12,5,8,20,9,14,2,414,20,7.961538462,
P433,2,4,5,3,2,2,1,5,3,5,6,5,2,7,4,5,2,3,3,3,2,5,10,8,6,5,1,1,2,4,3,4,3,3,3,4,3,2,10,7,2,1,2,5,6,2,3,4,3,7,3,16,1,212,16,4.076923077,
P434,2,0,7,1,3,2,1,1,3,2,1,3,2,1,4,4,3,3,2,2,2,4,2,2,1,6,3,3,2,1,2,2,2,4,0,3,1,0,2,4,2,3,3,7,4,1,6,3,0,1,4,9,0,136,9,2.615384615,
P435,21,16,17,17,14,13,21,10,13,20,15,17,15,17,29,18,17,13,20,29,18,14,30,19,16,22,18,18,15,16,14,10,21,23,18,13,15,8,10,20,5,17,8,13,22,15,23,10,13,7,16,28,5,867,30,16.67307692,
P436,14,5,6,12,10,6,9,14,6,9,12,3,4,13,12,14,11,7,13,8,11,5,10,12,25,13,7,11,2,7,4,11,4,6,5,7,8,6,6,9,5,4,6,6,16,6,5,12,10,5,16,14,2,462,25,8.884615385,
P437,7,4,13,6,3,7,6,3,4,7,8,8,12,6,7,5,7,5,4,4,8,13,5,11,8,12,6,3,1,3,2,5,4,6,6,6,9,8,5,4,8,8,4,2,7,7,4,7,0,5,6,9,0,318,13,6.115384615,
P438,1,1,0,0,2,0,0,0,0,0,1,1,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,3,0,0,3,0,0,1,0,0,0,1,0,1,1,1,2,0,0,0,23,3,0.442307692,
P439,1,0,0,0,0,1,0,1,0,0,0,1,1,0,0,0,0,0,0,0,1,1,0,0,1,1,0,1,1,0,0,0,0,0,0,0,0,0,1,1,0,1,0,1,1,1,2,1,0,1,0,1,0,22,2,0.423076923,
P440,1,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,1,1,1,0,0,0,0,0,1,1,0,0,15,1,0.288461538,
P441,0,0,1,0,1,0,0,1,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,1,1,0,1,0,0,14,1,0.269230769,
P442,0,0,1,0,0,0,0,0,0,0,1,0,2,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,2,1,0,0,0,0,1,2,1,0,0,1,2,2,1,0,0,0,0,21,2,0.403846154,
P443,0,1,1,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,2,1,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,0,0,0,0,1,0,0,0,1,0,0,0,16,2,0.307692308,
P444,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,4,1,0.076923077,
P445,0,0,0,0,0,0,0,0,0,3,0,0,1,0,0,0,0,0,1,0,0,0,1,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,12,3,0.230769231,
P446,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,3,0,0,1,0,0,0,12,3,0.230769231,
P447,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,1,1,0,1,0,0,0,3,0,14,3,0.269230769,
P448,0,2,0,2,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2,1,0,1,1,0,0,0,1,1,1,0,0,0,0,0,1,1,0,0,3,4,0,25,4,0.480769231,
P449,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,2,0,0,0,0,0,0,0,0,2,4,0,1,0,1,0,0,1,0,0,0,0,0,1,2,0,0,1,0,0,1,0,0,1,0,2,0,21,4,0.403846154,
P450,1,0,0,0,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,0,0,0,0,1,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,3,0,17,3,0.326923077,
P451,1,0,0,0,0,0,1,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,1,0,0,0,0,0,0,0,0,2,0,1,0,0,0,0,1,0,1,0,0,1,0,0,0,15,2,0.288461538,
P452,0,0,0,0,1,0,0,0,1,0,0,0,3,2,0,0,0,0,0,0,0,0,0,1,1,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2,0,15,3,0.288461538,
P453,0,0,0,0,1,0,0,0,1,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,10,2,0.192307692,
P454,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,1,0,0,0,0,0,1,0,8,2,0.153846154,
P455,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,2,1,0,0,1,0,1,1,0,2,0,0,1,1,3,0,0,0,1,0,1,0,0,1,1,1,1,0,0,24,3,0.461538462,
P456,0,0,0,2,0,0,0,0,0,1,0,0,0,1,0,0,1,0,2,0,1,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,3,0,1,0,1,1,1,1,0,3,2,0,25,3,0.480769231,
P457,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,4,2,0.076923077,
P458,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,1,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,2,1,0,1,0,0,1,0,13,2,0.25,
P459,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,2,1,1,1,1,2,0,0,0,0,0,0,1,0,1,0,14,2,0.269230769,
